Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Otorohanga,Demographics,Religious affiliation,Spiritualism and new-age religions,36,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Religious affiliation,Other religions,84,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Religious affiliation,Object to answering,510,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Religious affiliation,Not elsewhere included,798,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Participating in study (Age 15+),Full-time study,468,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Participating in study (Age 15+),Part-time study,228,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Participating in study (Age 15+),Full-time and part-time study,3,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Participating in study (Age 15+),Not studying,5535,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Home ownership,Own or partly-own home they usually live in,3249,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Home ownership,Does not own home they usually live in,3342,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Demographics,Home ownership,Not elsewhere included,417,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Otorohanga,Income,Median family income ($),,67100,nzd,NZD,,2013,Census Year,https://figure.nz/table/Ki6RAC7VIPBooFv2
Otorohanga,Income,Median household income ($),,58700,nzd,NZD,,2013,Census Year,https://figure.nz/table/Dv7YCDz4Pa4BEJde
Otorohanga,Income,Median personal income ($),,29100,nzd,NZD,,2013,Census Year,https://figure.nz/table/niv4WkpUOwhJKrhZ
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$5,000 and under",951,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$5,001-$10,000",336,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$10,001-$20,000",1095,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$20,001-$30,000",828,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$30,001-$50,000",1566,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$50,001 and over",1506,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),Not stated,723,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
