Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Invercargill,Demographics,Percentage of city/district's population born overseas,UK and Ireland,3.3461561946632474,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,North-West Europe,0.5984001953959822,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,Southern and Eastern Europe,0.18318373328448434,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,North Africa and the Middle East,0.06106124442816145,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,South-East Asia,0.7449471820235696,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,Southern and Central Asia,0.6411430664956952,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,Americas,0.4396409598827624,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,Sub-Saharan Africa,0.6472491909385114,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Percentage of city/district's population born overseas,At sea,0,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
Invercargill,Demographics,Marriages and civil unions in year,,222,number,Number of marriages and civil unions,,2018,Year,https://figure.nz/table/wN0BvvHmV3rUX6RM
Invercargill,Demographics,Legally registered relationship status (Age 15+),Married,17640,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Legally registered relationship status (Age 15+),Separated/divorced or dissolved/widowed/surviving partner,7434,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Legally registered relationship status (Age 15+),Never married and never in a civil union,13011,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Legally registered relationship status (Age 15+),Not elsewhere included,3357,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Current relationship partner status (Age 15+),Partnered,22983,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Current relationship partner status (Age 15+),Non-Partnered,15591,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Cigarette smoking behaviour (Age 15+),Regular Smoker,7689,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Cigarette smoking behaviour (Age 15+),Ex-Smoker,9732,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Cigarette smoking behaviour (Age 15+),Never smoked regularly,20550,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Cigarette smoking behaviour (Age 15+),Not elsewhere included,3471,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),No Qualification,11004,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Level 1 Certificate,6171,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Level 2 Certificate,4284,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Level 3 Certificate,2586,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Level 4 Certificate,4281,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Level 5 or Level 6 Diploma,2886,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
